vente_id,date_id,client_id,produit_id,quantite,prix_unitaire_vente,montant_total,nom_produit,categorie,prix_unitaire_produit,unite_mesure,origine,nom,prenom,genre,age,ville,statut_marital,date_complete,jour,mois,mois_nom,annee,trimestre
1409,238,894,238,8,199.99,1599.92,Poivrons,Légumes,52.45,Kg,Maroc,Ouazzani,Laila,Femme,59,Oujda,Marié(E),2018-08-26,26,8,August,2018,3
1410,354,272,736,4,150.72,602.88,Pommes De Terre,Légumes,161.36,Unité,Espagne,Benali,Mohamed,Homme,33,Casablanca,Célibataire,2018-12-20,20,12,December,2018,4
1411,2187,337,245,4,277.39,1109.56,Jus D’Orange,Boissons,126.6,Unité,Espagne,El Fassi,Rachid,Homme,39,Fès,Célibataire,2023-12-27,27,12,December,2023,4
1412,1017,96,4,4,16.34,65.36,Dattes,Fruits,65.98,Kg,France,Maaroufi,Fatima,Femme,49,Oujda,Marié(E),2020-10-13,13,10,October,2020,4
1413,1074,769,553,1,223.12,223.12,Détergent,Produits Ménagers,170.5,Paquet,Maroc,Ouazzani,Laila,Femme,59,Agadir,Célibataire,2020-12-09,9,12,December,2020,4
1414,1234,739,745,6,62.69,376.14,Détergent,Produits Ménagers,35.93,Bouteille,Maroc,El Amrani,Rachid,Homme,27,Oujda,Marié(E),2021-05-18,18,5,May,2021,2
1415,1318,221,377,2,378.05,756.1,Beurre,Produits Laitiers,36.14,Unité,États-Unis,El Amrani,Khadija,Femme,41,Tanger,Marié(E),2021-08-10,10,8,August,2021,3
1416,1610,397,427,7,360.75,2525.25,Mixeur,Électroménager,39.41,Bouteille,États-Unis,Benslimane,Noura,Femme,38,Marrakech,Célibataire,2022-05-29,29,5,May,2022,2
1417,1019,557,409,4,370.32,1481.28,Shampoing,Hygiène,152.17,Kg,France,Bouzid,Khadija,Femme,40,Agadir,Célibataire,2020-10-15,15,10,October,2020,4
1418,827,221,783,1,72.21,72.21,Tomates,Légumes,16.31,Kg,Maroc,El Amrani,Khadija,Femme,41,Tanger,Marié(E),2020-04-06,6,4,April,2020,2
1419,551,758,495,8,181.02,1448.16,Poulet,Viandes,168.97,Litre,États-Unis,El Fassi,Laila,Femme,24,Agadir,Marié(E),2019-07-05,5,7,July,2019,3
1420,340,638,494,6,464.86,2789.16,Café,Boissons,43.62,Litre,Maroc,Maaroufi,Hassan,Homme,24,Tanger,Célibataire,2018-12-06,6,12,December,2018,4
1421,1620,14,772,3,208.62,625.86,Gel Douche,Hygiène,59.99,Paquet,États-Unis,Ouazzani,Laila,Femme,37,Tanger,Marié(E),2022-06-08,8,6,June,2022,2
1422,1876,182,925,1,145.84,145.84,Poivrons,Légumes,124.87,Paquet,France,Ouazzani,Khadija,Femme,49,Rabat,Marié(E),2023-02-19,19,2,February,2023,1
1423,1043,850,254,9,442.46,3982.14,Croissant,Pâtisserie,79.94,Paquet,France,Kabbaj,Youssef,Homme,24,Agadir,Célibataire,2020-11-08,8,11,November,2020,4
1424,1145,565,957,1,440.54,440.54,Beurre,Produits Laitiers,20.05,Bouteille,Maroc,Bouzid,Rachid,Homme,52,Kenitra,Célibataire,2021-02-18,18,2,February,2021,1
1425,232,285,285,4,498.94,1995.76,Poivrons,Légumes,92.19,Unité,États-Unis,Boukhari,Rachid,Homme,57,Fès,Célibataire,2018-08-20,20,8,August,2018,3
1426,1006,965,9,2,15.24,30.48,Brioche,Pâtisserie,60.21,Litre,Maroc,Maaroufi,Youssef,Homme,21,Agadir,Marié(E),2020-10-02,2,10,October,2020,4
1427,605,642,333,2,349.96,699.92,Détergent,Produits Ménagers,129.49,Kg,États-Unis,El Fassi,Mohamed,Homme,50,Tanger,Célibataire,2019-08-28,28,8,August,2019,3
1428,31,241,201,7,137.3,961.1,Soda,Boissons,123.21,Unité,Maroc,El Amrani,Noura,Femme,46,Agadir,Marié(E),2018-01-31,31,1,January,2018,1
1429,720,531,201,6,163.21,979.26,Soda,Boissons,123.21,Unité,Maroc,Kabbaj,Amina,Femme,60,Fès,Célibataire,2019-12-21,21,12,December,2019,4
1430,646,671,253,4,398.06,1592.24,Pastèque,Fruits,11.94,Kg,Maroc,El Amrani,Fatima,Femme,21,Rabat,Marié(E),2019-10-08,8,10,October,2019,4
1431,41,706,404,4,395.18,1580.72,Croissant,Pâtisserie,141.01,Unité,Espagne,Ouazzani,Amina,Femme,53,Casablanca,Célibataire,2018-02-10,10,2,February,2018,1
1432,1465,380,564,7,130.67,914.69,Poivrons,Légumes,182.85,Litre,Espagne,El Fassi,Noura,Femme,43,Kenitra,Célibataire,2022-01-04,4,1,January,2022,1
1433,1741,868,72,10,9.75,97.5,Thé Vert,Boissons,68.29,Unité,Espagne,Ouazzani,Rachid,Homme,31,Casablanca,Marié(E),2022-10-07,7,10,October,2022,4
1434,393,368,178,7,54.3,380.1,Fraises,Fruits,59.42,Paquet,France,Boukhari,Khadija,Femme,19,Marrakech,Marié(E),2019-01-28,28,1,January,2019,1
1435,1715,843,219,9,331.84,2986.56,Liquide Vaisselle,Produits Ménagers,130.26,Unité,Maroc,Maaroufi,Noura,Femme,28,Tanger,Célibataire,2022-09-11,11,9,September,2022,3
1436,871,652,68,6,256.14,1536.84,Pois Chiches,Épicerie,80.67,Kg,Espagne,Benslimane,Mohamed,Homme,45,Marrakech,Marié(E),2020-05-20,20,5,May,2020,2
1437,1475,826,247,4,345.43,1381.72,Yaourt,Produits Laitiers,19.1,Unité,Maroc,Benslimane,Youssef,Homme,41,Marrakech,Marié(E),2022-01-14,14,1,January,2022,1
1438,717,620,821,4,410.97,1643.88,Liquide Vaisselle,Produits Ménagers,184.72,Litre,France,Bouzid,Fatima,Femme,37,Marrakech,Célibataire,2019-12-18,18,12,December,2019,4
1439,262,430,826,6,419.23,2515.38,Eau De Javel,Produits Ménagers,144.79,Unité,Espagne,Bouzid,Laila,Femme,54,Casablanca,Marié(E),2018-09-19,19,9,September,2018,3
1440,498,327,157,7,84.14,588.98,Eau De Javel,Produits Ménagers,146.14,Kg,États-Unis,Kabbaj,Khadija,Femme,54,Tanger,Marié(E),2019-05-13,13,5,May,2019,2
1441,1743,399,536,3,35.62,106.86,Brioche,Pâtisserie,114.88,Kg,États-Unis,Kabbaj,Mohamed,Homme,44,Kenitra,Célibataire,2022-10-09,9,10,October,2022,4
1442,1632,622,929,6,35.25,211.5,Couscous,Épicerie,123.57,Bouteille,France,Ouazzani,Soufiane,Homme,63,Kenitra,Célibataire,2022-06-20,20,6,June,2022,2
1443,399,268,317,4,249.05,996.2,Liquide Vaisselle,Produits Ménagers,157.19,Litre,Maroc,El Amrani,Laila,Femme,56,Agadir,Marié(E),2019-02-03,3,2,February,2019,1
1444,1351,535,559,1,388.63,388.63,Beurre,Produits Laitiers,177.32,Unité,Maroc,El Amrani,Hassan,Homme,20,Kenitra,Célibataire,2021-09-12,12,9,September,2021,3
1445,1872,42,346,4,435.3,1741.2,Lait,Produits Laitiers,139.49,Paquet,États-Unis,El Fassi,Khadija,Femme,53,Casablanca,Célibataire,2023-02-15,15,2,February,2023,1
1446,605,71,255,10,430.27,4302.7,Pain Au Chocolat,Pâtisserie,186.52,Paquet,France,El Amrani,Fatima,Femme,45,Kenitra,Marié(E),2019-08-28,28,8,August,2019,3
1447,1363,184,546,7,490.71,3434.97,Bouilloire,Électroménager,172.77,Paquet,Maroc,Ouazzani,Youssef,Homme,38,Oujda,Marié(E),2021-09-24,24,9,September,2021,3
1448,402,985,60,9,52.35,471.15,Pastèque,Fruits,34.01,Paquet,France,Kabbaj,Khadija,Femme,41,Tanger,Marié(E),2019-02-06,6,2,February,2019,1
1449,192,418,676,1,45.25,45.25,Shampoing,Hygiène,80.45,Kg,France,Benali,Hassan,Homme,20,Oujda,Marié(E),2018-07-11,11,7,July,2018,3
1450,506,34,34,5,348.47,1742.35,Gel Douche,Hygiène,166.08,Kg,États-Unis,Benslimane,Noura,Femme,39,Casablanca,Marié(E),2019-05-21,21,5,May,2019,2
1451,1069,314,494,5,57.94,289.7,Café,Boissons,43.62,Litre,Maroc,Bouzid,Noura,Femme,41,Marrakech,Célibataire,2020-12-04,4,12,December,2020,4
1452,843,494,772,3,373.76,1121.28,Gel Douche,Hygiène,59.99,Paquet,États-Unis,El Fassi,Laila,Femme,21,Oujda,Célibataire,2020-04-22,22,4,April,2020,2
1453,1521,710,779,5,61.69,308.45,Lait,Produits Laitiers,17.89,Kg,France,El Fassi,Noura,Femme,56,Tanger,Célibataire,2022-03-01,1,3,March,2022,1
1454,1019,253,934,1,175.06,175.06,Tomates,Légumes,144.81,Unité,Espagne,Benali,Mohamed,Homme,30,Agadir,Célibataire,2020-10-15,15,10,October,2020,4
1455,878,792,602,1,163.96,163.96,Sucre,Épicerie,87.34,Bouteille,France,Ouazzani,Soufiane,Homme,19,Rabat,Célibataire,2020-05-27,27,5,May,2020,2
1456,10,867,345,3,453.57,1360.71,Poivrons,Légumes,99.71,Unité,États-Unis,Bouzid,Amina,Femme,35,Marrakech,Marié(E),2018-01-10,10,1,January,2018,1
1457,1516,593,743,1,398.78,398.78,Bananes,Fruits,178.08,Kg,France,Toumi,Fatima,Femme,32,Agadir,Célibataire,2022-02-24,24,2,February,2022,1
1458,2067,846,740,1,456.91,456.91,Gel Douche,Hygiène,26.94,Bouteille,Espagne,Benali,Fatima,Femme,22,Kenitra,Célibataire,2023-08-29,29,8,August,2023,3
1459,539,811,970,10,66.98,669.8,Jus D’Orange,Boissons,121.41,Unité,Maroc,Boukhari,Hassan,Homme,63,Marrakech,Marié(E),2019-06-23,23,6,June,2019,2
1460,1893,113,94,8,199.87,1598.96,Dattes,Fruits,48.91,Unité,Espagne,Ouazzani,Rachid,Homme,41,Tanger,Célibataire,2023-03-08,8,3,March,2023,1
1461,990,951,445,5,357.72,1788.6,Bœuf,Viandes,142.82,Bouteille,France,Bouzid,Soufiane,Homme,56,Rabat,Marié(E),2020-09-16,16,9,September,2020,3
1462,118,791,771,7,22.19,155.33,Lait,Boissons,120.14,Kg,France,El Fassi,Fatima,Femme,30,Casablanca,Célibataire,2018-04-28,28,4,April,2018,2
1463,727,492,18,9,464.16,4177.44,Savon,Hygiène,72.42,Bouteille,Espagne,Bouzid,Fatima,Femme,37,Rabat,Célibataire,2019-12-28,28,12,December,2019,4
1464,617,177,769,7,111.76,782.32,Croissant,Pâtisserie,116.29,Paquet,France,Ouazzani,Rachid,Homme,20,Oujda,Marié(E),2019-09-09,9,9,September,2019,3
1465,385,948,644,10,62.75,627.5,Yaourt,Produits Laitiers,153.7,Litre,France,Benslimane,Khadija,Femme,50,Agadir,Marié(E),2019-01-20,20,1,January,2019,1
1466,1796,719,6,8,390.3,3122.4,Brioche,Pâtisserie,146.85,Unité,Maroc,Kabbaj,Hassan,Homme,54,Agadir,Célibataire,2022-12-01,1,12,December,2022,4
1467,895,330,977,6,211.12,1266.72,Makrout,Pâtisserie,57.95,Paquet,États-Unis,El Fassi,Mohamed,Homme,51,Marrakech,Célibataire,2020-06-13,13,6,June,2020,2
1468,1953,333,147,5,323.11,1615.55,Beurre,Produits Laitiers,143.94,Paquet,Maroc,El Amrani,Fatima,Femme,36,Rabat,Célibataire,2023-05-07,7,5,May,2023,2
1469,1339,223,188,4,142.4,569.6,Ventilateur,Électroménager,25.08,Bouteille,Espagne,Ouazzani,Hassan,Homme,35,Agadir,Célibataire,2021-08-31,31,8,August,2021,3
1470,1595,61,26,9,98.85,889.65,Fraises,Fruits,5.56,Kg,États-Unis,Boukhari,Mohamed,Homme,20,Tanger,Célibataire,2022-05-14,14,5,May,2022,2
1471,1147,804,473,5,401.31,2006.55,Dattes,Fruits,153.17,Kg,Espagne,Benslimane,Laila,Femme,43,Marrakech,Marié(E),2021-02-20,20,2,February,2021,1
1472,672,55,136,7,220.72,1545.04,Fromage,Produits Laitiers,15.58,Paquet,États-Unis,Benali,Hassan,Homme,63,Rabat,Célibataire,2019-11-03,3,11,November,2019,4
1473,1055,195,271,3,400.48,1201.44,Liquide Vaisselle,Produits Ménagers,92.38,Kg,France,Toumi,Mohamed,Homme,54,Rabat,Célibataire,2020-11-20,20,11,November,2020,4
1474,256,222,805,1,43.85,43.85,Mouton,Viandes,183.58,Kg,États-Unis,El Amrani,Rachid,Homme,52,Fès,Célibataire,2018-09-13,13,9,September,2018,3
1475,125,492,322,9,336.16,3025.44,Lessive,Produits Ménagers,37.34,Bouteille,Espagne,Bouzid,Fatima,Femme,37,Rabat,Célibataire,2018-05-05,5,5,May,2018,2
1476,1710,37,643,3,421.95,1265.85,Eau Minérale,Boissons,81.59,Kg,Maroc,Maaroufi,Khadija,Femme,44,Tanger,Marié(E),2022-09-06,6,9,September,2022,3
1477,60,496,603,5,323.39,1616.95,Café,Boissons,116.34,Litre,États-Unis,Maaroufi,Fatima,Femme,50,Marrakech,Marié(E),2018-03-01,1,3,March,2018,1
1478,1902,199,154,4,422.44,1689.76,Pois Chiches,Épicerie,115.73,Kg,France,Boukhari,Fatima,Femme,37,Rabat,Marié(E),2023-03-17,17,3,March,2023,1
1479,1959,593,648,4,233.33,933.32,Fer À Repasser,Électroménager,138.38,Paquet,Maroc,Toumi,Fatima,Femme,32,Agadir,Célibataire,2023-05-13,13,5,May,2023,2
1480,907,393,453,1,282.53,282.53,Oranges,Fruits,38.18,Litre,Maroc,Ouazzani,Noura,Femme,53,Fès,Marié(E),2020-06-25,25,6,June,2020,2
1481,1058,362,620,2,145.85,291.7,Eau Minérale,Boissons,89.02,Litre,France,Maaroufi,Hassan,Homme,39,Tanger,Marié(E),2020-11-23,23,11,November,2020,4
1482,842,930,189,5,483.84,2419.2,Pommes De Terre,Légumes,161.3,Unité,États-Unis,Maaroufi,Amina,Femme,42,Agadir,Célibataire,2020-04-21,21,4,April,2020,2
1483,1767,779,891,4,148.8,595.2,Bananes,Fruits,110.19,Paquet,États-Unis,Benali,Noura,Femme,19,Agadir,Célibataire,2022-11-02,2,11,November,2022,4
1484,1056,801,675,9,217.63,1958.67,Poulet,Viandes,144.71,Kg,Maroc,Maaroufi,Amina,Femme,55,Fès,Célibataire,2020-11-21,21,11,November,2020,4
1485,105,284,537,4,26.26,105.04,Lessive,Produits Ménagers,16.09,Bouteille,Maroc,El Fassi,Youssef,Homme,51,Kenitra,Marié(E),2018-04-15,15,4,April,2018,2
1486,1401,873,174,6,71.69,430.14,Poulet,Viandes,163.24,Litre,France,Toumi,Rachid,Homme,56,Agadir,Célibataire,2021-11-01,1,11,November,2021,4
1487,132,226,321,1,390.33,390.33,Bouilloire,Électroménager,139.15,Paquet,Espagne,Benali,Fatima,Femme,49,Tanger,Célibataire,2018-05-12,12,5,May,2018,2
1488,1091,876,129,7,62.57,437.99,Shampoing,Hygiène,150.41,Paquet,Espagne,El Amrani,Laila,Femme,49,Marrakech,Marié(E),2020-12-26,26,12,December,2020,4
1489,1871,859,234,10,401.78,4017.8,Mouton,Viandes,57.3,Unité,Espagne,El Fassi,Rachid,Homme,38,Oujda,Célibataire,2023-02-14,14,2,February,2023,1
1490,640,668,362,1,410.11,410.11,Sucre,Épicerie,77.07,Litre,Maroc,Ouazzani,Laila,Femme,38,Oujda,Célibataire,2019-10-02,2,10,October,2019,4
1491,377,209,811,1,162.6,162.6,Riz,Épicerie,86.54,Kg,Espagne,Boukhari,Rachid,Homme,25,Tanger,Marié(E),2019-01-12,12,1,January,2019,1
1492,88,977,219,2,110.24,220.48,Liquide Vaisselle,Produits Ménagers,130.26,Unité,Maroc,Boukhari,Fatima,Femme,18,Tanger,Célibataire,2018-03-29,29,3,March,2018,1
1493,1855,334,880,3,424.84,1274.52,Fromage,Produits Laitiers,6.63,Kg,États-Unis,Bouzid,Amina,Femme,61,Casablanca,Marié(E),2023-01-29,29,1,January,2023,1
1494,856,654,133,2,403.51,807.02,Couscous,Épicerie,97.79,Paquet,Espagne,Maaroufi,Youssef,Homme,47,Marrakech,Marié(E),2020-05-05,5,5,May,2020,2
1495,869,565,889,7,345.2,2416.4,Oignons,Légumes,152.54,Paquet,France,Bouzid,Rachid,Homme,52,Kenitra,Célibataire,2020-05-18,18,5,May,2020,2
1496,1786,775,945,2,308.24,616.48,Oignons,Légumes,71.86,Bouteille,France,Ouazzani,Laila,Femme,49,Casablanca,Célibataire,2022-11-21,21,11,November,2022,4
1497,519,98,985,6,399.78,2398.68,Soda,Boissons,90.34,Litre,Maroc,Boukhari,Noura,Femme,34,Kenitra,Célibataire,2019-06-03,3,6,June,2019,2
1498,43,540,239,10,152.53,1525.3,Ventilateur,Électroménager,81.38,Unité,Espagne,Kabbaj,Mohamed,Homme,55,Rabat,Marié(E),2018-02-12,12,2,February,2018,1
1499,2058,261,676,3,230.01,690.03,Shampoing,Hygiène,80.45,Kg,France,El Amrani,Noura,Femme,32,Oujda,Célibataire,2023-08-20,20,8,August,2023,3
1500,1544,770,389,5,147.28,736.4,Savon,Hygiène,160.84,Kg,France,Bouzid,Rachid,Homme,18,Kenitra,Marié(E),2022-03-24,24,3,March,2022,1
1501,270,398,633,3,32.01,96.03,Gel Douche,Hygiène,13.39,Bouteille,Espagne,El Fassi,Youssef,Homme,40,Fès,Marié(E),2018-09-27,27,9,September,2018,3
1502,272,525,678,4,473.74,1894.96,Yaourt,Produits Laitiers,159.18,Bouteille,Espagne,Benslimane,Hassan,Homme,34,Kenitra,Célibataire,2018-09-29,29,9,September,2018,3
1503,741,875,405,7,288.87,2022.09,Brioche,Pâtisserie,51.63,Paquet,Maroc,Boukhari,Rachid,Homme,31,Agadir,Célibataire,2020-01-11,11,1,January,2020,1
1504,1864,739,751,7,429.98,3009.86,Shampoing,Hygiène,18.49,Unité,États-Unis,El Amrani,Rachid,Homme,27,Oujda,Marié(E),2023-02-07,7,2,February,2023,1
1505,865,995,563,8,136.09,1088.72,Café,Boissons,62.38,Kg,Espagne,Boukhari,Mohamed,Homme,35,Kenitra,Marié(E),2020-05-14,14,5,May,2020,2
1506,1592,924,145,1,449.51,449.51,Lait,Produits Laitiers,133.2,Litre,France,Benslimane,Rachid,Homme,20,Oujda,Célibataire,2022-05-11,11,5,May,2022,2
1507,127,121,872,7,84.34,590.38,Sucre,Épicerie,126.35,Paquet,Espagne,Benslimane,Rachid,Homme,25,Rabat,Marié(E),2018-05-07,7,5,May,2018,2
1508,581,339,374,6,473.18,2839.08,Fromage,Produits Laitiers,156.18,Unité,États-Unis,Toumi,Laila,Femme,52,Agadir,Célibataire,2019-08-04,4,8,August,2019,3
1509,1740,496,468,9,426.02,3834.18,Beurre,Produits Laitiers,158.12,Litre,Maroc,Maaroufi,Fatima,Femme,50,Marrakech,Marié(E),2022-10-06,6,10,October,2022,4
1510,2154,178,225,3,285.75,857.25,Mouton,Viandes,17.47,Kg,États-Unis,Toumi,Hassan,Homme,51,Kenitra,Marié(E),2023-11-24,24,11,November,2023,4
1511,1149,622,85,5,16.49,82.45,Couscous,Épicerie,75.71,Unité,États-Unis,Ouazzani,Soufiane,Homme,63,Kenitra,Célibataire,2021-02-22,22,2,February,2021,1
1512,1859,279,430,1,436.15,436.15,Fromage,Produits Laitiers,105.39,Unité,Espagne,Benali,Rachid,Homme,40,Tanger,Célibataire,2023-02-02,2,2,February,2023,1
1513,2163,583,71,10,282.44,2824.4,Couscous,Épicerie,169.39,Bouteille,Espagne,Bouzid,Khadija,Femme,43,Oujda,Célibataire,2023-12-03,3,12,December,2023,4
1514,284,712,912,2,378.14,756.28,Savon,Hygiène,197.03,Unité,Maroc,Maaroufi,Hassan,Homme,30,Oujda,Célibataire,2018-10-11,11,10,October,2018,4
1515,1534,880,286,7,40.26,281.82,Bouilloire,Électroménager,117.69,Bouteille,États-Unis,Ouazzani,Youssef,Homme,33,Oujda,Marié(E),2022-03-14,14,3,March,2022,1
1516,1647,464,898,8,135.45,1083.6,Oignons,Légumes,5.43,Litre,Maroc,Benali,Amina,Femme,58,Tanger,Célibataire,2022-07-05,5,7,July,2022,3
1517,7,8,682,5,459.37,2296.85,Farine,Épicerie,124.65,Bouteille,Espagne,Toumi,Mohamed,Homme,39,Fès,Marié(E),2018-01-07,7,1,January,2018,1
1518,1205,13,24,5,211.05,1055.25,Shampoing,Hygiène,130.79,Bouteille,États-Unis,Boukhari,Youssef,Homme,47,Fès,Célibataire,2021-04-19,19,4,April,2021,2
1519,1129,597,10,4,138.49,553.96,Poulet,Viandes,68.9,Litre,Maroc,Benali,Rachid,Homme,31,Fès,Marié(E),2021-02-02,2,2,February,2021,1
1520,318,88,249,8,34.92,279.36,Bœuf,Viandes,56.13,Bouteille,Espagne,Bouzid,Amina,Femme,40,Casablanca,Célibataire,2018-11-14,14,11,November,2018,4
1521,676,257,786,8,208.38,1667.04,Carottes,Légumes,28.19,Paquet,Espagne,Kabbaj,Soufiane,Homme,62,Kenitra,Marié(E),2019-11-07,7,11,November,2019,4
1522,157,350,543,3,436.42,1309.26,Lait,Boissons,132.31,Kg,Espagne,Benslimane,Youssef,Homme,47,Oujda,Célibataire,2018-06-06,6,6,June,2018,2
1523,153,960,632,10,49.7,497.0,Pain Au Chocolat,Pâtisserie,99.55,Kg,Espagne,Kabbaj,Soufiane,Homme,61,Rabat,Marié(E),2018-06-02,2,6,June,2018,2
1524,714,136,496,5,240.28,1201.4,Lait,Produits Laitiers,146.6,Paquet,États-Unis,Boukhari,Youssef,Homme,40,Fès,Marié(E),2019-12-15,15,12,December,2019,4
1525,250,30,484,1,426.34,426.34,Brioche,Pâtisserie,172.99,Litre,Espagne,El Amrani,Laila,Femme,21,Agadir,Célibataire,2018-09-07,7,9,September,2018,3
1526,886,27,696,4,329.03,1316.12,Lessive,Produits Ménagers,85.73,Paquet,États-Unis,Boukhari,Amina,Femme,22,Marrakech,Célibataire,2020-06-04,4,6,June,2020,2
1527,65,126,419,3,214.97,644.91,Farine,Épicerie,135.33,Unité,États-Unis,Boukhari,Fatima,Femme,29,Tanger,Marié(E),2018-03-06,6,3,March,2018,1
1528,2185,518,199,6,180.2,1081.2,Courgettes,Légumes,19.73,Litre,Maroc,Bouzid,Khadija,Femme,41,Fès,Célibataire,2023-12-25,25,12,December,2023,4
1529,690,624,641,4,196.03,784.12,Dentifrice,Hygiène,128.42,Paquet,France,Ouazzani,Noura,Femme,38,Oujda,Marié(E),2019-11-21,21,11,November,2019,4
1530,31,397,453,5,13.17,65.85,Oranges,Fruits,38.18,Litre,Maroc,Benslimane,Noura,Femme,38,Marrakech,Célibataire,2018-01-31,31,1,January,2018,1
1531,814,309,498,1,307.43,307.43,Ventilateur,Électroménager,148.27,Paquet,Maroc,Boukhari,Khadija,Femme,27,Casablanca,Marié(E),2020-03-24,24,3,March,2020,1
1532,1912,595,820,10,388.51,3885.1,Café,Boissons,147.17,Paquet,Maroc,Maaroufi,Youssef,Homme,62,Tanger,Célibataire,2023-03-27,27,3,March,2023,1
1533,446,718,397,7,470.47,3293.29,Fromage,Produits Laitiers,163.71,Bouteille,États-Unis,Benali,Fatima,Femme,60,Kenitra,Célibataire,2019-03-22,22,3,March,2019,1
1534,1910,620,794,1,319.33,319.33,Couscous,Épicerie,52.93,Paquet,États-Unis,Bouzid,Fatima,Femme,37,Marrakech,Célibataire,2023-03-25,25,3,March,2023,1
1535,29,777,574,8,458.42,3667.36,Pois Chiches,Épicerie,16.83,Unité,Espagne,Benali,Laila,Femme,35,Tanger,Marié(E),2018-01-29,29,1,January,2018,1
1536,411,22,558,7,380.02,2660.14,Shampoing,Hygiène,8.41,Bouteille,Maroc,Bouzid,Laila,Femme,28,Kenitra,Célibataire,2019-02-15,15,2,February,2019,1
1537,1595,248,841,3,399.53,1198.59,Oignons,Légumes,194.12,Bouteille,États-Unis,Benali,Rachid,Homme,19,Kenitra,Marié(E),2022-05-14,14,5,May,2022,2
1538,23,343,405,2,364.43,728.86,Brioche,Pâtisserie,51.63,Paquet,Maroc,Kabbaj,Rachid,Homme,62,Marrakech,Célibataire,2018-01-23,23,1,January,2018,1
1539,1738,365,742,7,218.23,1527.61,Mouton,Viandes,70.1,Kg,États-Unis,Ouazzani,Rachid,Homme,55,Kenitra,Marié(E),2022-10-04,4,10,October,2022,4
1540,931,728,808,1,195.05,195.05,Eau De Javel,Produits Ménagers,84.63,Litre,France,Toumi,Khadija,Femme,56,Fès,Marié(E),2020-07-19,19,7,July,2020,3
1541,211,934,373,8,250.3,2002.4,Beurre,Produits Laitiers,186.82,Bouteille,États-Unis,Bouzid,Mohamed,Homme,38,Tanger,Célibataire,2018-07-30,30,7,July,2018,3
1542,1470,358,308,9,437.21,3934.89,Poivrons,Légumes,89.28,Litre,France,Toumi,Fatima,Femme,47,Rabat,Célibataire,2022-01-09,9,1,January,2022,1
1543,99,922,967,3,373.35,1120.05,Poulet,Viandes,35.99,Bouteille,Maroc,Boukhari,Youssef,Homme,41,Rabat,Célibataire,2018-04-09,9,4,April,2018,2
1544,214,750,996,10,199.92,1999.2,Détergent,Produits Ménagers,13.91,Kg,France,Benali,Mohamed,Homme,38,Casablanca,Marié(E),2018-08-02,2,8,August,2018,3
1545,388,415,329,9,53.18,478.62,Sucre,Épicerie,8.15,Kg,France,Benslimane,Laila,Femme,63,Oujda,Marié(E),2019-01-23,23,1,January,2019,1
1546,1756,566,238,6,229.42,1376.52,Poivrons,Légumes,52.45,Kg,Maroc,Maaroufi,Amina,Femme,60,Agadir,Célibataire,2022-10-22,22,10,October,2022,4
1547,2090,378,129,2,200.84,401.68,Shampoing,Hygiène,150.41,Paquet,Espagne,Toumi,Laila,Femme,52,Rabat,Célibataire,2023-09-21,21,9,September,2023,3
1548,1816,456,362,6,430.77,2584.62,Sucre,Épicerie,77.07,Litre,Maroc,Boukhari,Noura,Femme,30,Oujda,Marié(E),2022-12-21,21,12,December,2022,4
1549,499,6,957,10,499.98,4999.8,Beurre,Produits Laitiers,20.05,Bouteille,Maroc,Maaroufi,Mohamed,Homme,55,Rabat,Marié(E),2019-05-14,14,5,May,2019,2
1550,1634,313,2,10,496.62,4966.2,Dentifrice,Hygiène,126.9,Kg,Maroc,Kabbaj,Amina,Femme,22,Fès,Célibataire,2022-06-22,22,6,June,2022,2
1551,1621,738,726,10,343.35,3433.5,Bœuf,Viandes,105.14,Litre,Maroc,El Amrani,Hassan,Homme,49,Marrakech,Célibataire,2022-06-09,9,6,June,2022,2
1552,577,378,664,4,492.35,1969.4,Détergent,Produits Ménagers,5.7,Unité,France,Toumi,Laila,Femme,52,Rabat,Célibataire,2019-07-31,31,7,July,2019,3
1553,628,585,609,8,67.8,542.4,Eau De Javel,Produits Ménagers,104.88,Litre,Maroc,El Amrani,Mohamed,Homme,41,Marrakech,Marié(E),2019-09-20,20,9,September,2019,3
1554,2068,67,619,5,26.94,134.7,Mouton,Viandes,75.39,Kg,France,Benslimane,Amina,Femme,18,Tanger,Célibataire,2023-08-30,30,8,August,2023,3
1555,1979,914,272,5,194.56,972.8,Oignons,Légumes,141.39,Paquet,France,Maaroufi,Laila,Femme,44,Oujda,Célibataire,2023-06-02,2,6,June,2023,2
1556,456,890,667,1,356.9,356.9,Dentifrice,Hygiène,152.33,Unité,Espagne,Maaroufi,Fatima,Femme,37,Oujda,Célibataire,2019-04-01,1,4,April,2019,2
1557,897,413,761,7,424.56,2971.92,Riz,Épicerie,195.76,Litre,Espagne,Kabbaj,Rachid,Homme,60,Oujda,Célibataire,2020-06-15,15,6,June,2020,2
1558,1625,439,476,7,149.88,1049.16,Sucre,Épicerie,126.86,Unité,Espagne,Benali,Laila,Femme,41,Rabat,Marié(E),2022-06-13,13,6,June,2022,2
1559,2023,963,775,10,358.09,3580.9,Mixeur,Électroménager,106.47,Kg,États-Unis,Ouazzani,Noura,Femme,37,Casablanca,Marié(E),2023-07-16,16,7,July,2023,3
